"filename", "language", "C++", "CMake", "Dart", "YAML", "Markdown", "Swift", "HTML", "JSON", "XML", "Groovy", "Properties", "Java", "comment", "blank", "total"
"c:\Users\sszajbely\FlutterProjects\lender_app\linux\my_application.cc", "C++", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 106
"c:\Users\sszajbely\FlutterProjects\lender_app\linux\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"c:\Users\sszajbely\FlutterProjects\lender_app\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 3, 4, 33
"c:\Users\sszajbely\FlutterProjects\lender_app\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\sszajbely\FlutterProjects\lender_app\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 1, 69
"c:\Users\sszajbely\FlutterProjects\lender_app\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 339, 0, 0, 0, 0, 1, 340
"c:\Users\sszajbely\FlutterProjects\lender_app\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\sszajbely\FlutterProjects\lender_app\pubspec.yaml", "YAML", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 42, 14, 111
"c:\Users\sszajbely\FlutterProjects\lender_app\test\widget_test.dart", "Dart", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"c:\Users\sszajbely\FlutterProjects\lender_app\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 17, 7, 122
"c:\Users\sszajbely\FlutterProjects\lender_app\web\manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"c:\Users\sszajbely\FlutterProjects\lender_app\windows\flutter\generated_plugin_registrant.cc", "C++", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 24
"c:\Users\sszajbely\FlutterProjects\lender_app\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\sszajbely\FlutterProjects\lender_app\windows\flutter\generated_plugins.cmake", "CMake", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"c:\Users\sszajbely\FlutterProjects\lender_app\windows\runner\flutter_window.cpp", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 62
"c:\Users\sszajbely\FlutterProjects\lender_app\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"c:\Users\sszajbely\FlutterProjects\lender_app\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\sszajbely\FlutterProjects\lender_app\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"c:\Users\sszajbely\FlutterProjects\lender_app\windows\runner\utils.cpp", "C++", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 65
"c:\Users\sszajbely\FlutterProjects\lender_app\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"c:\Users\sszajbely\FlutterProjects\lender_app\windows\runner\win32_window.cpp", "C++", 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 48, 246
"c:\Users\sszajbely\FlutterProjects\lender_app\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 22, 99
"Total", "-", 520, 42, 17889, 58, 7, 61, 98, 1537, 532, 111, 9, 30, 543, 1638, 23075
